Ticker,Sector,Industry,Country,Market Cap,ATR,Prev Close P,Prev Close F,Price,Open,High,Low,Rel Vol,Ppro Time,Finviz Time
KINS,Financial,Insurance - Property & Casualty,USA,73.30M,0.28,7.2,,,,,,,,
KINZU,Financial,Shell Companies,USA,-,0.15,10.7,,,,,,,,
KIRK,Consumer Cyclical,Specialty Retail,USA,424.98M,2.19,28.07,,,,,,,,
KLAC,Technology,Semiconductor Equipment & Materials,USA,47.07B,9.22,305.01,,,,,,,,
KLAQU,Financial,Shell Companies,USA,-,0.14,10.4,,,,,,,,
KLDO,Healthcare,Biotechnology,USA,437.97M,1,12.46,,,,,,,,
KLIC,Technology,Semiconductor Equipment & Materials,Singapore,2.38B,1.17,37.94,,,,,,,,
KLXE,Energy,Oil & Gas Equipment & Services,USA,62.87M,0.66,7.82,,,,,,,,
KMDA,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,310.88M,0.26,6.95,,,,,,,,
KMPH,Healthcare,Biotechnology,USA,75.55M,1.27,6.02,,,,,,,,
KNDI,Consumer Cyclical,Auto Manufacturers,China,709.62M,0.63,8.18,,,,,,,,
KNSA,Healthcare,Biotechnology,Bermuda,1.23B,1.34,18.27,,,,,,,,
KNSL,Financial,Insurance - Property & Casualty,USA,4.40B,8.28,191.82,,,,,,,,
KNTE,Healthcare,Biotechnology,USA,1.68B,2.47,37.2,,,,,,,,
KOD,Healthcare,Biotechnology,USA,8.41B,9.81,164.33,,,,,,,,
KOPN,Technology,Electronic Components,USA,378.69M,0.39,4.48,,,,,,,,
KOR,Financial,Exchange Traded Fund,USA,-,0.11,2.28,,,,,,,,
KOSS,Technology,Consumer Electronics,USA,26.15M,0.42,3.34,,,,,,,,
KPTI,Healthcare,Biotechnology,USA,1.14B,0.83,15.09,,,,,,,,
KRKR,Communication Services,Internet Content & Information,China,199.39M,0.5,5.3,,,,,,,,
KRMA,Financial,Exchange Traded Fund,USA,-,0.41,28.05,,,,,,,,
KRNT,Industrials,Specialty Industrial Machinery,Israel,4.23B,3.67,97.95,,,,,,,,
KRNY,Financial,Banks - Regional,USA,989.01M,0.41,10.77,,,,,,,,
KRON,Healthcare,Biotechnology,USA,1.84B,2.5,32.48,,,,,,,,
KROS,Healthcare,Biotechnology,USA,1.64B,4.19,67.15,,,,,,,,
KRTX,Healthcare,Biotechnology,USA,2.81B,4.77,103.07,,,,,,,,
KRUS,Consumer Cyclical,Restaurants,USA,197.95M,1.22,23.65,,,,,,,,
KRYS,Healthcare,Biotechnology,USA,1.37B,3.36,71.18,,,,,,,,
KSMTU,Financial,Shell Companies,Russia,-,0.27,11.1,,,,,,,,
KSPN,Consumer Cyclical,Specialty Retail,USA,55.91M,6.48,39.37,,,,,,,,
KTCC,Technology,Computer Hardware,USA,84.52M,0.33,7.87,,,,,,,,
KTOS,Industrials,Aerospace & Defense,USA,3.78B,1.38,29.95,,,,,,,,
KTRA,Healthcare,Biotechnology,USA,43.00M,0.13,1.88,,,,,,,,
KURA,Healthcare,Biotechnology,USA,2.26B,1.98,34.38,,,,,,,,
KVHI,Technology,Communication Equipment,USA,234.28M,0.52,12.83,,,,,,,,
KXIN,Financial,Shell Companies,China,270.49M,0.4,4.07,,,,,,,,
KYMR,Healthcare,Biotechnology,USA,3.69B,7.55,79.17,,,,,,,,
KZIA,Healthcare,Biotechnology,Australia,138.78M,0.7,10.49,,,,,,,,
KZR,Healthcare,Biotechnology,USA,269.48M,0.3,5.62,,,,,,,,
LACQ,Financial,Shell Companies,USA,80.34M,0.78,12.36,,,,,,,,
LAKE,Consumer Cyclical,Apparel Manufacturing,USA,223.61M,1.63,27.17,,,,,,,,
LAMR,Real Estate,REIT - Specialty,USA,8.46B,2.29,83.67,,,,,,,,
LANC,Consumer Defensive,Packaged Foods,USA,4.80B,3.98,174.46,,,,,,,,
LAND,Real Estate,REIT - Industrial,USA,385.73M,0.45,16.43,,,,,,,,
LANDO,Real Estate,REIT - Industrial,USA,-,0.2,25.4,,,,,,,,
LARK,Financial,Banks - Regional,USA,115.20M,1.06,24,,,,,,,,
LASR,Technology,Semiconductors,USA,1.48B,1.96,35.98,,,,,,,,
LATN,Financial,Shell Companies,USA,254.73M,0.16,10.23,,,,,,,,
LAUR,Consumer Defensive,Education & Training Services,USA,2.92B,0.48,13.84,,,,,,,,
LAWS,Industrials,Industrial Distribution,USA,469.74M,1.59,51.62,,,,,,,,
LAZR,Technology,Software - Application,USA,11.67B,3.34,34,,,,,,,,
LAZY,Consumer Cyclical,Auto & Truck Dealerships,USA,192.05M,1.31,19.36,,,,,,,,
LBAI,Financial,Banks - Regional,USA,696.29M,0.4,13.61,,,,,,,,
LBC,Financial,Banks - Regional,USA,556.79M,0.31,10.47,,,,,,,,
LBRDA,Communication Services,Entertainment,USA,27.36B,3.35,153.65,,,,,,,,
LBRDK,Communication Services,Entertainment,USA,32.59B,4,154.57,,,,,,,,
LBTYA,Communication Services,Entertainment,United Kingdom,14.60B,0.68,25.14,,,,,,,,
LBTYK,Communication Services,Entertainment,United Kingdom,9.65B,0.68,24.79,,,,,,,,
LCNB,Financial,Banks - Regional,USA,200.61M,0.49,15.42,,,,,,,,
LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,357.33M,0.63,15.86,,,,,,,,
LCY,Financial,Shell Companies,USA,1.23B,0.26,10.52,,,,,,,,
LCYAU,Financial,Shell Companies,USA,-,0.43,11.13,,,,,,,,
LDEM,Financial,Exchange Traded Fund,USA,-,0.77,65.37,,,,,,,,
LDSF,Financial,Exchange Traded Fund,USA,-,0.06,20.46,,,,,,,,
LE,Consumer Cyclical,Specialty Retail,USA,1.00B,1.8,29.99,,,,,,,,
LECO,Industrials,Tools & Accessories,USA,7.35B,2.95,123.4,,,,,,,,
LEDS,Technology,Semiconductors,Taiwan,15.48M,0.27,3.72,,,,,,,,
LEGH,Consumer Cyclical,Residential Construction,USA,372.48M,0.38,15.36,,,,,,,,
LEGN,Healthcare,Biotechnology,USA,3.50B,1.8,27.35,,,,,,,,
LEGR,Financial,Exchange Traded Fund,USA,-,0.41,39.18,,,,,,,,
LESL,Consumer Cyclical,Home Improvement Retail,USA,5.23B,1.59,28.28,,,,,,,,
LEVL,Financial,Banks - Regional,USA,159.17M,0.7,20.78,,,,,,,,
LEXX,Consumer Defensive,Packaged Foods,Canada,12.48M,0.83,4.26,,,,,,,,
LFTR,Financial,Shell Companies,USA,229.67M,0.4,11.09,,,,,,,,
LFTRU,Financial,Shell Companies,USA,-,0.32,11.69,,,,,,,,
LFUS,Technology,Electronic Components,USA,6.99B,7.95,279.23,,,,,,,,
LFVN,Consumer Defensive,Household & Personal Products,USA,132.25M,0.4,9.26,,,,,,,,
LGHL,Financial,Asset Management,Hong Kong,58.45M,0.38,2.94,,,,,,,,
LGIH,Consumer Cyclical,Residential Construction,USA,2.70B,4.78,110.6,,,,,,,,
LGND,Healthcare,Biotechnology,USA,2.27B,6.15,142.62,,,,,,,,
LHCG,Healthcare,Medical Care Facilities,USA,6.92B,6.13,218.17,,,,,,,,
LI,Consumer Cyclical,Auto Manufacturers,China,32.90B,2.51,34.44,,,,,,,,
LIFE,Healthcare,Biotechnology,USA,41.59M,0.35,4.03,,,,,,,,
LILA,Communication Services,Telecom Services,USA,2.50B,0.45,10.98,,,,,,,,
LILAK,Communication Services,Telecom Services,USA,1.94B,0.44,10.72,,,,,,,,
LINC,Consumer Defensive,Education & Training Services,USA,165.72M,0.39,6.27,,,,,,,,
LIQT,Industrials,Pollution & Treatment Controls,Denmark,171.01M,0.36,7.71,,,,,,,,
LITE,Technology,Communication Equipment,USA,7.47B,4.33,99,,,,,,,,
LIVE,Consumer Cyclical,Specialty Retail,USA,32.06M,2.23,19.2,,,,,,,,
LIVN,Healthcare,Medical Devices,United Kingdom,3.25B,2.66,66.44,,,,,,,,
LIVX,Communication Services,Entertainment,USA,333.68M,0.36,4.39,,,,,,,,
LIZI,Communication Services,Internet Content & Information,China,181.76M,0.2,3.82,,,,,,,,
LJAQU,Financial,Shell Companies,USA,-,0.17,10.41,,,,,,,,
LJPC,Healthcare,Biotechnology,USA,159.73M,0.4,5.51,,,,,,,,
LKCO,Communication Services,Internet Content & Information,China,164.44M,0.09,0.64,,,,,,,,
LKFN,Financial,Banks - Regional,USA,1.55B,1.38,59.96,,,,,,,,
LKQ,Consumer Cyclical,Auto Parts,USA,11.67B,1.06,37.15,,,,,,,,
LLIT,Healthcare,Medical Devices,China,21.74M,0.43,5.94,,,,,,,,
LLNW,Technology,Software - Infrastructure,USA,589.32M,0.21,4.55,,,,,,,,
LMAT,Healthcare,Medical Instruments & Supplies,USA,936.77M,1.57,45.43,,,,,,,,
LMB,Industrials,Engineering & Construction,USA,124.89M,0.71,15.69,,,,,,,,
LMBS,Financial,Exchange Traded Fund,USA,-,0.07,51.49,,,,,,,,
LMFA,Financial,Credit Services,USA,28.13M,0.29,1.77,,,,,,,,
LMNL,Healthcare,Biotechnology,Canada,141.13M,0.5,5.16,,,,,,,,
LMNR,Consumer Defensive,Farm Products,USA,306.77M,0.76,16.93,,,,,,,,
LMNX,Healthcare,Medical Instruments & Supplies,USA,1.34B,1.03,28.57,,,,,,,,
LMPX,Consumer Cyclical,Auto & Truck Dealerships,USA,285.58M,2.57,26.59,,,,,,,,
LMRK,Real Estate,Real Estate Services,USA,315.61M,0.39,12.29,,,,,,,,
LNDC,Consumer Defensive,Packaged Foods,USA,337.53M,0.48,11.31,,,,,,,,
LNGR,Financial,Exchange Traded Fund,USA,-,0.27,29.32,,,,,,,,
LNSR,Healthcare,Medical Devices,USA,70.11M,0.44,6.59,,,,,,,,
LNT,Utilities,Utilities - Regulated Electric,USA,12.00B,1.12,49.41,,,,,,,,
LNTH,Healthcare,Diagnostics & Research,USA,1.10B,0.52,15.96,,,,,,,,
LOAC,Financial,Shell Companies,China,33.45M,1,12.48,,,,,,,,
LOAN,Real Estate,REIT - Mortgage,USA,50.00M,0.16,5.16,,,,,,,,
LOB,Financial,Banks - Regional,USA,2.02B,2.4,48.78,,,,,,,,
LOCO,Consumer Cyclical,Restaurants,USA,696.96M,0.65,19.55,,,,,,,,
LOGC,Healthcare,Biotechnology,USA,291.42M,0.62,9.07,,,,,,,,
LOGI,Technology,Computer Hardware,Switzerland,18.56B,2.98,104.2,,,,,,,,
LOOP,Basic Materials,Specialty Chemicals,Canada,374.82M,0.75,9.31,,,,,,,,
LOPE,Consumer Defensive,Education & Training Services,USA,4.06B,2.5,86.61,,,,,,,,
LORL,Communication Services,Telecom Services,USA,593.55M,1.33,27.14,,,,,,,,
LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,855.36M,3.65,56.2,,,,,,,,
LPCN,Healthcare,Biotechnology,USA,149.21M,0.17,2.23,,,,,,,,
LPLA,Financial,Capital Markets,USA,9.18B,3.22,114.93,,,,,,,,
LPRO,Financial,Credit Services,USA,4.65B,1.91,36.39,,,,,,,,
LPSN,Technology,Software - Application,USA,4.43B,2.76,66,,,,,,,,
LPTH,Technology,Electronic Components,USA,94.97M,0.44,4.12,,,,,,,,
LPTX,Healthcare,Biotechnology,USA,148.58M,0.16,2.48,,,,,,,,
LQDA,Healthcare,Biotechnology,USA,129.45M,0.17,2.93,,,,,,,,
LQDT,Consumer Cyclical,Internet Retail,USA,673.23M,1.66,19.05,,,,,,,,
LRCX,Technology,Semiconductor Equipment & Materials,USA,82.72B,19.24,563.85,,,,,,,,
LRGE,Financial,Exchange Traded Fund,USA,-,0.54,50.65,,,,,,,,
LRMR,Healthcare,Biotechnology,USA,277.79M,1.6,17.75,,,,,,,,
LSAQ,Financial,Shell Companies,USA,113.34M,0.4,11.15,,,,,,,,
LSBK,Financial,Banks - Regional,USA,74.46M,0.29,12.95,,,,,,,,
LSCC,Technology,Semiconductors,USA,5.97B,1.41,43.51,,,,,,,,
LSEA,Real Estate,Real Estate - Development,USA,455.87M,0.4,10.05,,,,,,,,
LSTR,Industrials,Integrated Freight & Logistics,USA,5.93B,3.81,152.37,,,,,,,,
LSXMA,Communication Services,Broadcasting,USA,24.45B,1.16,40.53,,,,,,,,
LSXMK,Communication Services,Broadcasting,USA,9.28B,1.17,40.38,,,,,,,,
LTBR,Industrials,Electrical Equipment & Parts,USA,43.23M,0.67,6.84,,,,,,,,
LTRN,Healthcare,Biotechnology,USA,96.93M,1.31,15.41,,,,,,,,
LTRPA,Communication Services,Internet Content & Information,USA,455.53M,0.33,4.42,,,,,,,,
LTRPB,Communication Services,Internet Content & Information,USA,98.91M,1.68,33.5,,,,,,,,
LTRX,Technology,Communication Equipment,USA,138.80M,0.22,4.71,,,,,,,,
LULU,Consumer Cyclical,Apparel Retail,Canada,45.57B,11.16,346.37,,,,,,,,
LUMO,Healthcare,Biotechnology,USA,166.36M,2.64,19.21,,,,,,,,
LUNA,Technology,Scientific & Technical Instruments,USA,362.48M,0.59,11.5,,,,,,,,
LUNG,Healthcare,Medical Devices,USA,2.37B,4.57,65.86,,,,,,,,
LUXAU,Financial,Shell Companies,USA,-,0.32,11.7,,,,,,,,
LVHD,Financial,Exchange Traded Fund,USA,-,0.34,32.68,,,,,,,,
LWACU,Financial,Shell Companies,USA,-,0.15,10.48,,,,,,,,
LWAY,Consumer Defensive,Packaged Foods,USA,95.85M,0.33,6.14,,,,,,,,
LX,Financial,Credit Services,China,1.21B,0.35,6.6,,,,,,,,
LXEH,Consumer Defensive,Education & Training Services,China,109.69M,0.46,8.57,,,,,,,,
LXRX,Healthcare,Biotechnology,USA,1.41B,0.81,8.51,,,,,,,,
LYFT,Technology,Software - Application,USA,15.46B,1.95,47.81,,,,,,,,
LYL,Financial,Credit Services,China,31.57M,0.26,2.71,,,,,,,,
LYRA,Healthcare,Biotechnology,USA,148.94M,0.69,11.51,,,,,,,,
LYTS,Technology,Electronic Components,USA,279.07M,0.53,10.75,,,,,,,,
MAAC,Financial,Shell Companies,USA,-,0.18,10.4,,,,,,,,
MAACU,Financial,Shell Companies,USA,-,0.21,11.02,,,,,,,,
MACK,Healthcare,Biotechnology,USA,105.46M,0.52,7.56,,,,,,,,
MACUU,Financial,Shell Companies,USA,-,0.24,10.85,,,,,,,,
MAGS,Industrials,Security & Protection Services,Israel,101.05M,0.24,4.36,,,,,,,,
MANH,Technology,Software - Application,USA,7.55B,3.37,118.21,,,,,,,,
MANT,Technology,Software - Application,USA,4.09B,2.55,101.2,,,,,,,,
MAR,Consumer Cyclical,Lodging,USA,40.53B,3.41,122.9,,,,,,,,
MARA,Financial,Capital Markets,USA,1.05B,3.24,18.3,,,,,,,,
MARK,Communication Services,Internet Content & Information,USA,265.76M,0.21,2.55,,,,,,,,
MARPS,Energy,Oil & Gas Equipment & Services,USA,8.14M,0.42,3.99,,,,,,,,
MASI,Healthcare,Medical Instruments & Supplies,USA,14.54B,6.54,263.68,,,,,,,,
MASS,Healthcare,Medical Devices,USA,1.69B,6.76,65.45,,,,,,,,
MAT,Consumer Cyclical,Leisure,USA,6.41B,0.51,18.37,,,,,,,,
MATW,Industrials,Conglomerates,USA,1.03B,0.97,31.62,,,,,,,,
MAXN,Technology,Solar,Singapore,1.77B,4,47.69,,,,,,,,
MAYS,Real Estate,Real Estate Services,USA,52.79M,1.2,27.5,,,,,,,,
MBB,Financial,Exchange Traded Fund,USA,-,0.09,110.19,,,,,,,,
MBII,Basic Materials,Agricultural Inputs,USA,234.97M,0.09,1.59,,,,,,,,
MBIN,Financial,Banks - Regional,USA,900.46M,1.31,30.39,,,,,,,,
MBIO,Healthcare,Biotechnology,USA,352.63M,0.37,5.16,,,,,,,,
MBNKP,Financial,Banks - Regional,USA,-,0.76,20.65,,,,,,,,
MBOT,Healthcare,Medical Instruments & Supplies,USA,62.13M,0.52,8.34,,,,,,,,
MBRX,Healthcare,Biotechnology,USA,68.95M,0.07,1.06,,,,,,,,
MBUU,Consumer Cyclical,Recreational Vehicles,USA,1.59B,3.65,76.08,,,,,,,,
MBWM,Financial,Banks - Regional,USA,481.31M,0.9,29.42,,,,,,,,
MCAC,Financial,Shell Companies,USA,86.94M,0.46,11.5,,,,,,,,
MCADU,Financial,Shell Companies,USA,-,0.18,10.55,,,,,,,,
MCBC,Financial,Banks - Regional,USA,302.65M,0.26,8.97,,,,,,,,
MCBS,Financial,Banks - Regional,USA,389.54M,0.39,15.04,,,,,,,,
MCEF,Financial,Exchange Traded Fund,USA,-,0.1,20.29,,,,,,,,
MCFE,Technology,Software - Application,USA,8.20B,0.98,19.19,,,,,,,,
MCFT,Consumer Cyclical,Recreational Vehicles,USA,551.33M,1.25,28.79,,,,,,,,
MCHI,Financial,Exchange Traded Fund,USA,-,1.54,91.06,,,,,,,,
MCHP,Technology,Semiconductors,USA,40.33B,3.81,150.13,,,,,,,,
MCHX,Communication Services,Advertising Agencies,USA,105.81M,0.15,2.73,,,,,,,,
MCRB,Healthcare,Biotechnology,USA,2.39B,1.89,24.05,,,,,,,,
MCRI,Consumer Cyclical,Resorts & Casinos,USA,1.14B,2.25,61.5,,,,,,,,
MDB,Technology,Software - Infrastructure,USA,23.35B,16.26,384.12,,,,,,,,
MDCA,Communication Services,Advertising Agencies,USA,195.02M,0.15,2.64,,,,,,,,
MDGL,Healthcare,Biotechnology,USA,1.89B,5.69,116.95,,,,,,,,
MDGS,Healthcare,Medical Devices,Israel,47.94M,0.26,3.03,,,,,,,,
MDIA,Communication Services,Broadcasting,USA,21.13M,0.32,3.13,,,,,,,,
MDIV,Financial,Exchange Traded Fund,USA,-,0.18,15.27,,,,,,,,
MDJH,Real Estate,Real Estate Services,China,52.04M,0.39,4.41,,,,,,,,
MDLZ,Consumer Defensive,Confectioners,USA,80.57B,0.84,56.25,,,,,,,,
MDNA,Healthcare,Biotechnology,Canada,212.65M,0.39,4.34,,,,,,,,
MDRR,Real Estate,REIT - Diversified,USA,11.77M,0.17,2.52,,,,,,,,
MDRX,Healthcare,Health Information Services,USA,2.67B,0.56,17.02,,,,,,,,
MDVL,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,459.92M,0.88,14.16,,,,,,,,
MDWD,Healthcare,Biotechnology,Israel,143.14M,0.36,5.28,,,,,,,,
MDXG,Healthcare,Medical Devices,USA,1.03B,0.7,8.88,,,,,,,,
MEDP,Healthcare,Diagnostics & Research,USA,5.10B,4.38,141.8,,,,,,,,
MEDS,Healthcare,Pharmaceutical Retailers,USA,49.66M,0.27,6.02,,,,,,,,
MEIP,Healthcare,Biotechnology,USA,339.96M,0.17,2.99,,,,,,,,
MELI,Consumer Cyclical,Internet Retail,Argentina,98.04B,73.36,1965.05,,,,,,,,
MEOH,Basic Materials,Chemicals,Canada,2.88B,1.93,36.42,,,,,,,,
MERC,Basic Materials,Paper & Paper Products,Canada,776.76M,0.5,12,,,,,,,,
MESA,Industrials,Airlines,USA,243.91M,0.37,6.61,,,,,,,,
MESO,Healthcare,Biotechnology,Australia,1.09B,0.94,9.25,,,,,,,,
METC,Basic Materials,Coking Coal,USA,128.95M,0.19,3.01,,,,,,,,
METX,Consumer Defensive,Education & Training Services,China,109.32M,0.2,2.04,,,,,,,,
MFH,Consumer Cyclical,Internet Retail,China,23.37M,0.56,3.59,,,,,,,,
MFIN,Financial,Credit Services,USA,128.72M,0.26,5.11,,,,,,,,
MFNC,Financial,Banks - Regional,USA,146.47M,0.62,13.34,,,,,,,,
MGEE,Utilities,Utilities - Diversified,USA,2.36B,1.77,65.95,,,,,,,,
MGI,Financial,Credit Services,USA,452.98M,0.64,6.46,,,,,,,,
MGIC,Technology,Software - Application,Israel,837.75M,0.56,17.09,,,,,,,,
MGLN,Healthcare,Healthcare Plans,USA,2.45B,1.35,94.55,,,,,,,,
MGNI,Communication Services,Advertising Agencies,USA,4.65B,3.19,40.08,,,,,,,,
MGNX,Healthcare,Biotechnology,USA,1.27B,1.43,22.55,,,,,,,,
MGPI,Consumer Defensive,Packaged Foods,USA,886.21M,1.78,53.13,,,,,,,,
MGRC,Industrials,Rental & Leasing Services,USA,1.77B,2.19,73.3,,,,,,,,
MGTA,Healthcare,Biotechnology,USA,404.59M,0.46,8.21,,,,,,,,
MGTX,Healthcare,Biotechnology,USA,693.19M,1.01,15.63,,,,,,,,
MGYR,Financial,Banks - Regional,USA,58.14M,0.33,10.2,,,,,,,,
MHLD,Financial,Insurance - Reinsurance,Bermuda,211.38M,0.15,2.47,,,,,,,,
MICT,Technology,Computer Hardware,USA,157.64M,0.16,2.29,,,,,,,,
MIDD,Industrials,Specialty Industrial Machinery,USA,7.75B,4.42,136.75,,,,,,,,
MIK,Consumer Cyclical,Specialty Retail,USA,2.40B,0.87,15.35,,,,,,,,
MILN,Financial,Exchange Traded Fund,USA,-,0.54,38.88,,,,,,,,
MIME,Technology,Software - Infrastructure,United Kingdom,3.01B,2.19,46.05,,,,,,,,
MIND,Technology,Scientific & Technical Instruments,USA,26.92M,0.16,2.09,,,,,,,,
MIRM,Healthcare,Biotechnology,USA,567.60M,1.32,19.28,,,,,,,,
MIST,Healthcare,Biotechnology,Canada,229.79M,0.35,7.67,,,,,,,,
MITK,Technology,Software - Application,USA,818.22M,0.93,18.84,,,,,,,,
MITO,Healthcare,Biotechnology,Cayman Islands,95.00M,0.13,1.79,,,,,,,,
MKD,Basic Materials,Chemicals,China,204.50M,0.12,1.53,,,,,,,,
MKGI,Consumer Cyclical,Travel Services,USA,44.56M,0.27,2.36,,,,,,,,
MKSI,Technology,Scientific & Technical Instruments,USA,10.21B,5.79,185,,,,,,,,
MKTX,Financial,Capital Markets,USA,18.95B,16.79,509.7,,,,,,,,
MLAB,Technology,Scientific & Technical Instruments,USA,1.48B,7.41,288.3,,,,,,,,
MLAC,Financial,Shell Companies,Hong Kong,145.90M,0.11,10.15,,,,,,,,
MLCO,Consumer Cyclical,Resorts & Casinos,Hong Kong,8.02B,0.58,16.36,,,,,,,,
MLHR,Industrials,Business Equipment & Supplies,USA,2.19B,1.27,36.78,,,,,,,,
MLND,Healthcare,Biotechnology,USA,38.35M,0.12,1.94,,,,,,,,
MLVF,Financial,Banks - Regional,USA,131.52M,0.39,17.12,,,,,,,,
MMAC,Financial,Mortgage Finance,USA,140.69M,0.69,24.09,,,,,,,,
MMLP,Energy,Oil & Gas Midstream,USA,70.74M,0.12,1.82,,,,,,,,
MMSI,Healthcare,Medical Instruments & Supplies,USA,3.25B,1.71,57.81,,,,,,,,
MMYT,Consumer Cyclical,Travel Services,India,3.29B,1.53,31.27,,,,,,,,
MNDO,Technology,Software - Application,Israel,53.52M,0.06,2.69,,,,,,,,
MNKD,Healthcare,Biotechnology,USA,898.06M,0.26,3.54,,,,,,,,
MNOV,Healthcare,Biotechnology,USA,270.17M,0.24,5.96,,,,,,,,
MNPR,Healthcare,Biotechnology,USA,85.64M,0.52,7,,,,,,,,
MNRO,Consumer Cyclical,Auto Parts,USA,1.91B,2.18,56.97,,,,,,,,
MNSB,Financial,Banks - Regional,USA,139.45M,0.57,18.3,,,,,,,,
MNST,Consumer Defensive,Beverages - Non-Alcoholic,USA,46.42B,1.8,88.2,,,,,,,,
MNTX,Industrials,Farm & Heavy Construction Machinery,USA,124.62M,0.36,6.2,,,,,,,,
MODV,Healthcare,Medical Care Facilities,USA,2.41B,6.95,169.39,,,,,,,,
MOFG,Financial,Banks - Regional,USA,436.42M,0.97,26.89,,,,,,,,
MOGO,Technology,Software - Application,Canada,138.10M,0.41,4.56,,,,,,,,
MOHO,Consumer Cyclical,Specialty Retail,China,87.40M,0.17,2.54,,,,,,,,
MOMO,Communication Services,Internet Content & Information,China,3.38B,0.72,15.72,,,,,,,,
MOR,Healthcare,Biotechnology,Germany,3.85B,0.88,29.39,,,,,,,,
MORF,Healthcare,Biotechnology,USA,1.00B,1.69,31.19,,,,,,,,
MORN,Financial,Financial Data & Stock Exchanges,USA,10.04B,5.94,240.36,,,,,,,,
MOSY,Technology,Semiconductors,USA,10.42M,0.29,2.8,,,,,,,,
MOTNU,Financial,Shell Companies,USA,-,0.15,10.9,,,,,,,,
MOTS,Healthcare,Diagnostics & Research,USA,47.12M,0.18,1.53,,,,,,,,
MOXC,Communication Services,Internet Content & Information,Hong Kong,30.83M,0.13,1.71,,,,,,,,
MPAA,Consumer Cyclical,Auto Parts,USA,404.39M,1.16,20.59,,,,,,,,
MPB,Financial,Banks - Regional,USA,200.41M,1.01,22.93,,,,,,,,
MPWR,Technology,Semiconductors,USA,18.23B,11.99,396.91,,,,,,,,
MRAM,Technology,Semiconductors,USA,113.50M,0.29,5.89,,,,,,,,
MRCC,Financial,Mortgage Finance,USA,184.91M,0.22,8.68,,,,,,,,
MRCY,Industrials,Aerospace & Defense,USA,4.55B,2.74,79.44,,,,,,,,
MREO,Healthcare,Biotechnology,United Kingdom,203.91M,0.26,3.01,,,,,,,,
MRIN,Technology,Software - Application,USA,20.97M,0.18,2.26,,,,,,,,
MRKR,Healthcare,Biotechnology,USA,101.31M,0.17,2.05,,,,,,,,
MRLN,Financial,Credit Services,USA,143.60M,0.58,12.18,,,,,,,,
MRM,Consumer Cyclical,Personal Services,Japan,69.54M,1.71,13.77,,,,,,,,
MRNA,Healthcare,Biotechnology,USA,51.87B,9.23,131.02,,,,,,,,
MRNS,Healthcare,Biotechnology,USA,485.55M,0.66,13.51,,,,,,,,
MRSN,Healthcare,Biotechnology,USA,1.34B,1.62,19.83,,,,,,,,
MRTN,Industrials,Trucking,USA,1.46B,0.5,17.66,,,,,,,,
MRTX,Healthcare,Biotechnology,USA,10.75B,9.22,214.45,,,,,,,,
MRUS,Healthcare,Biotechnology,Netherlands,776.83M,1.9,27.2,,,,,,,,
MRVI,Healthcare,Biotechnology,USA,8.33B,1.81,31.29,,,,,,,,
MRVL,Technology,Semiconductors,Bermuda,35.73B,1.67,52.62,,,,,,,,
MSBI,Financial,Banks - Regional,USA,440.10M,0.65,19.56,,,,,,,,
MSEX,Utilities,Utilities - Regulated Water,USA,1.27B,1.94,73.84,,,,,,,,
MSFT,Technology,Software - Infrastructure,USA,1711.27B,4.46,225.95,,,,,,,,
MSGM,Communication Services,Electronic Gaming & Multimedia,USA,526.75M,3.44,29.98,,,,,,,,
MSON,Healthcare,Medical Devices,USA,252.61M,0.87,13.91,,,,,,,,
MSTR,Technology,Software - Application,USA,5.84B,45.45,577.03,,,,,,,,
MSVB,Financial,Banks - Regional,USA,50.40M,0.39,15.85,,,,,,,,
MTACU,Financial,Shell Companies,USA,-,0.32,10.49,,,,,,,,
MTBC,Healthcare,Health Information Services,USA,142.48M,0.62,10.25,,,,,,,,
MTC,Technology,Software - Application,China,54.66M,0.32,2.44,,,,,,,,
MTCH,Communication Services,Internet Content & Information,USA,37.06B,5.57,141,,,,,,,,
MTCR,Healthcare,Biotechnology,USA,245.88M,0.58,9.56,,,,,,,,
MTEM,Healthcare,Biotechnology,USA,604.19M,0.74,12.05,,,,,,,,
MTEX,Consumer Defensive,Household & Personal Products,USA,40.34M,0.5,19.21,,,,,,,,
MTLS,Technology,Software - Application,Belgium,4.03B,7,69.23,,,,,,,,
MTP,Healthcare,Biotechnology,United Kingdom,30.91M,0.18,2.45,,,,,,,,
MTRX,Energy,Oil & Gas Equipment & Services,USA,387.71M,0.78,13.58,,,,,,,,
MTSC,Technology,Scientific & Technical Instruments,USA,1.16B,0.69,59.92,,,,,,,,
MTSI,Technology,Semiconductors,USA,4.33B,2.25,61.99,,,,,,,,
MTSL,Communication Services,Telecom Services,Israel,13.50M,0.25,3.09,,,,,,,,
MU,Technology,Semiconductors,USA,92.71B,2.86,82.28,,,,,,,,
MVIS,Technology,Scientific & Technical Instruments,USA,988.24M,0.93,6.76,,,,,,,,
MWK,Technology,Consumer Electronics,USA,544.08M,2.23,26.02,,,,,,,,
MXIM,Technology,Semiconductors,USA,25.28B,2.18,93.62,,,,,,,,
